distance_km,duration_min,vehicle_type,fare
47.97,108.05,bike,573.66
18.55,61.52,auto,333.55
44.23,160.72,car,1204.68
10.79,42.37,car,347.22
39.38,81.15,car,892.84
38.05,109.09,auto,625.83
13.75,43.23,auto,259.78
16.37,37.0,auto,266.94
38.95,151.57,bike,563.93
34.19,84.73,bike,418.05
4.08,8.88,auto,96.63
49.68,110.8,auto,744.34
14.71,41.7,bike,205.48
29.57,104.61,bike,417.3
32.61,70.13,car,748.87
18.29,56.78,car,496.33
7.12,18.65,auto,143.79
7.21,28.03,car,243.27
34.22,114.07,bike,468.87
37.04,113.93,car,942.98
34.34,105.48,auto,591.36
46.18,169.78,auto,836.06
8.09,19.31,auto,148.83
35.63,73.23,auto,541.41
9.62,29.69,auto,190.17
9.62,24.69,car,275.39
39.55,105.93,auto,636.67
31.51,118.43,auto,583.5
33.56,92.16,bike,435.01
41.0,88.6,auto,616.81
18.33,39.37,bike,225.57
17.8,64.1,bike,260.38
13.0,49.44,auto,265.68
11.15,31.06,bike,159.67
21.8,45.95,bike,259.26
33.07,80.19,bike,406.34
48.63,187.98,bike,688.83
3.47,10.73,car,132.4
28.05,59.47,auto,435.91
35.71,102.6,car,892.5
23.46,59.83,car,588.91
15.09,45.1,auto,275.86
37.45,129.24,car,1007.5
3.15,11.5,car,139.02
30.04,118.29,car,855.83
16.55,47.36,auto,290.38
40.29,156.25,auto,755.03
2.25,8.66,car,107.37
42.32,156.59,bike,597.84
30.58,106.03,bike,433.35
3.39,10.39,bike,70.23
4.5,14.79,car,161.33
21.83,72.76,car,595.51
32.74,92.16,car,826.27
7.17,15.27,auto,138.99
34.82,104.86,car,887.48
35.73,126.08,auto,637.05
9.58,31.85,bike,145.4
16.93,35.23,car,406.79
16.62,44.3,bike,221.64
41.05,158.84,car,1149.22
27.92,77.58,bike,358.5
18.93,58.84,bike,260.07
33.01,74.2,car,776.1
20.86,42.4,bike,246.7
46.88,160.92,bike,637.21
17.42,39.07,auto,286.26
47.46,125.39,bike,584.09
18.62,64.47,car,526.7
20.48,53.54,bike,267.33
34.73,105.75,auto,598.54
36.34,104.52,auto,605.58
15.44,60.2,bike,233.44
38.3,86.82,bike,457.73
23.98,85.03,car,667.37
11.6,25.98,auto,195.41
1.72,5.79,auto,56.73
43.24,156.73,bike,602.61
13.96,29.18,auto,236.72
21.6,55.53,bike,272.2
11.63,36.12,auto,215.04
44.76,156.42,bike,619.61
49.4,187.74,car,1354.65
46.15,110.66,car,1082.83
42.91,86.04,auto,628.69
36.95,124.32,auto,652.48
31.45,75.99,bike,381.96
32.54,74.8,car,768.55
42.28,110.81,auto,674.68
20.37,80.11,auto,401.3
23.15,76.84,car,624.64
21.14,74.06,auto,392.09
34.48,84.64,bike,423.03
35.77,77.28,bike,427.19
32.38,74.76,bike,394.57
4.65,10.77,auto,102.4
39.73,80.1,auto,596.01
34.59,134.14,bike,504.5
4.73,15.52,bike,88.45
14.14,36.98,bike,190.65
4.58,15.99,auto,113.23
28.17,97.31,bike,400.94
36.29,76.58,auto,555.8
10.26,26.2,car,284.27
13.95,31.88,bike,181.47
26.8,92.47,bike,374.28
49.25,161.53,auto,849.58
24.88,98.04,car,719.11
16.96,50.91,car,454.75
13.54,36.24,car,371.32
40.4,133.07,auto,704.6
41.93,90.93,car,951.61
43.24,118.49,car,1049.31
26.52,57.31,auto,406.64
30.0,86.21,auto,506.26
35.96,78.58,car,823.2
2.36,5.29,car,97.22
39.88,148.43,car,1101.7
32.49,124.15,bike,465.93
18.44,38.9,car,438.43
22.6,52.59,car,553.68
4.05,12.93,bike,75.75
5.06,20.08,car,186.45
20.88,62.32,auto,373.19
49.2,133.48,bike,611.23
48.76,168.6,auto,858.18
39.61,109.02,auto,653.02
39.05,128.62,bike,534.39
5.27,17.82,bike,90.46
18.33,63.87,auto,347.13
37.92,92.39,auto,592.95
22.59,78.73,bike,314.99
42.96,124.95,car,1069.82
32.24,79.51,auto,514.52
31.88,75.44,auto,500.46
30.73,108.79,bike,428.17
47.69,97.56,car,1056.9
8.75,20.44,car,239.18
11.51,27.98,auto,210.51
1.88,4.25,car,99.68
16.74,52.73,bike,228.56
21.56,82.76,car,617.68
23.99,63.72,car,598.76
22.4,46.86,auto,352.25
25.2,60.3,bike,318.89
26.81,81.96,car,706.64
38.62,95.65,car,918.24
39.11,118.22,bike,508.07
20.49,80.32,auto,396.24
5.09,12.47,auto,103.94
41.91,97.95,bike,504.36
43.3,127.43,auto,726.82
8.11,25.39,car,245.07
19.3,65.2,car,533.26
8.29,20.04,auto,155.59
47.5,108.45,auto,720.87
43.79,162.82,auto,795.67
32.39,89.26,auto,532.79
18.82,64.45,car,532.6
15.52,60.32,bike,242.84
27.11,61.3,car,650.33
48.81,98.16,auto,711.96
10.73,28.36,auto,194.03
3.18,7.79,auto,85.69
43.78,168.59,auto,804.19
39.58,126.73,bike,525.67
25.53,62.94,bike,319.3
17.36,49.57,bike,228.49
33.58,82.88,auto,526.76
3.98,9.18,car,133.17
18.38,64.33,bike,266.12
43.74,101.1,car,1008.17
33.97,68.0,car,773.39
16.68,59.45,auto,324.16
6.58,17.17,bike,106.83
6.36,17.46,auto,124.1
20.33,50.95,bike,268.81
16.48,64.94,car,492.64
20.31,73.21,auto,383.02
14.93,55.41,car,447.08
9.99,31.02,car,293.0
43.87,150.39,car,1158.38
25.02,69.28,car,639.96
12.58,47.27,auto,247.36
15.65,33.97,bike,192.63
16.42,61.73,car,488.58
27.58,85.26,car,726.79
15.17,50.86,auto,286.73
17.21,50.79,auto,307.06
18.71,53.06,car,493.44
30.3,93.08,bike,409.8
44.48,140.39,car,1135.08
32.44,113.04,auto,579.39
2.36,4.92,car,98.03
37.36,116.41,auto,643.38
26.42,91.87,bike,364.83
32.08,126.35,car,909.03
12.92,42.32,car,366.29
9.32,33.95,bike,144.87
11.49,28.04,car,311.32
42.13,84.56,auto,622.79
35.67,137.2,car,1002.36
32.2,111.16,auto,583.4
45.35,123.01,auto,739.12
27.46,93.11,car,746.34
11.57,32.99,car,323.71
4.29,10.41,auto,98.66
1.02,3.4,bike,33.81
19.77,48.8,car,499.95
9.82,32.97,bike,151.31
25.46,54.0,car,603.16
46.15,176.11,car,1271.42
1.83,5.32,bike,49.93
16.0,60.51,car,473.78
8.79,21.48,auto,162.6
20.01,42.24,car,472.28
28.64,65.14,bike,350.23
17.28,65.38,car,515.12
41.52,114.26,car,1023.47
22.11,57.87,auto,365.58
41.52,133.86,bike,555.84
43.05,104.62,bike,519.95
46.82,163.25,car,1244.8
3.31,7.06,car,125.53
45.7,107.0,car,1062.38
7.86,29.07,bike,125.63
26.08,65.52,car,639.5
25.12,90.89,bike,354.17
18.16,38.92,auto,296.13
44.41,94.98,bike,523.35
47.55,157.32,car,1244.99
5.43,19.5,car,191.23
21.23,66.28,car,564.29
4.8,12.56,auto,102.56
25.97,94.14,bike,365.18
3.84,14.44,car,147.65
12.22,36.57,bike,173.01
36.61,137.49,car,1007.97
5.43,18.38,auto,125.35
42.68,102.51,auto,658.37
39.42,116.97,car,999.23
24.58,88.65,bike,352.83
42.04,119.81,bike,543.5
2.52,7.32,auto,71.73
11.6,46.3,car,363.59
38.24,78.05,auto,576.3
23.45,88.18,bike,338.81
45.39,136.56,car,1145.09
1.92,6.68,car,98.98
7.06,27.04,car,236.01
19.5,57.14,auto,345.15
21.42,57.57,car,550.41
12.35,48.97,car,389.83
49.56,183.72,auto,902.22
4.57,11.33,car,157.15
43.44,130.19,car,1094.35
3.44,9.94,bike,71.88
38.56,114.94,auto,654.33
8.94,32.08,bike,137.82
39.9,90.08,car,927.59
29.32,112.35,bike,421.73
3.31,7.28,car,123.3
29.31,116.75,bike,437.0
48.31,171.32,car,1287.74
27.19,102.98,auto,505.66
33.11,75.3,car,775.02
48.02,120.59,car,1138.34
31.38,80.12,auto,502.46
49.21,126.37,bike,604.72
11.84,37.99,bike,179.37
34.47,107.66,auto,585.33
41.2,99.3,auto,636.69
37.19,81.02,car,855.15
4.56,13.85,auto,109.98
28.08,112.06,car,813.55
11.85,34.33,auto,217.36
43.09,108.25,car,1016.56
44.33,100.09,auto,675.57
46.94,138.16,car,1166.88
42.5,95.78,bike,511.08
26.01,98.18,bike,380.34
4.56,12.92,car,167.11
16.93,37.56,auto,269.88
11.91,35.2,auto,215.38
34.19,124.32,auto,621.29
45.48,150.98,auto,783.93
42.89,128.58,auto,717.23
14.62,40.56,auto,254.88
35.09,78.49,auto,539.36
38.53,146.08,car,1074.05
30.85,81.82,auto,502.01
23.91,64.39,auto,396.49
3.22,11.9,bike,66.75
6.34,14.15,bike,95.93
13.45,45.52,car,397.67
42.89,101.62,auto,658.4
41.69,143.4,auto,738.41
48.12,126.24,auto,769.66
39.9,128.86,bike,534.96
25.04,72.33,car,643.65
37.96,107.11,auto,632.81
1.94,5.6,bike,49.09
20.37,71.79,car,567.16
3.21,7.16,car,118.98
20.59,54.76,auto,352.31
10.03,29.92,car,286.5
6.11,22.5,auto,140.18
44.35,103.23,car,1031.81
3.07,8.25,car,119.29
5.01,13.76,bike,84.55
18.58,56.05,car,494.54
34.73,75.76,bike,415.55
35.81,123.37,auto,636.2
20.97,71.08,car,586.08
35.5,112.62,bike,478.39
5.04,17.27,bike,82.61
5.11,14.35,car,166.24
8.08,22.66,car,248.73
3.62,11.92,auto,88.18
47.2,152.77,auto,806.34
42.86,112.97,car,1036.82
7.95,22.02,car,238.5
13.64,39.66,bike,190.94
26.97,93.66,car,740.01
18.91,58.94,auto,336.35
2.07,7.35,car,99.7
28.58,94.88,car,773.29
47.6,118.78,bike,588.46
30.13,61.33,bike,357.67
47.23,102.45,auto,710.37
48.61,112.89,bike,578.98
46.3,174.52,bike,661.78
22.48,59.02,car,563.24
16.6,35.89,bike,206.39
42.86,145.94,auto,746.56
49.47,197.17,auto,928.6
39.74,92.92,auto,620.07
31.37,98.22,car,820.57
32.0,109.67,auto,568.25
11.69,35.22,auto,225.8
2.51,9.49,auto,81.23
37.85,141.61,auto,692.32
37.37,132.21,auto,671.44
25.23,75.02,auto,428.78
37.65,77.42,auto,557.55
20.36,74.59,auto,379.03
44.57,136.36,bike,590.4
42.52,114.85,bike,533.2
16.37,46.87,bike,221.6
3.34,12.53,auto,94.23
13.95,32.57,auto,231.79
15.74,59.64,car,468.32
20.26,78.3,auto,386.91
44.59,143.6,car,1145.41
24.72,72.83,car,646.94
48.91,154.99,car,1250.02
14.3,53.41,auto,275.12
18.35,54.34,bike,255.38
41.07,140.49,auto,729.02
36.65,96.78,car,886.48
39.04,118.98,car,992.4
7.16,27.29,car,241.26
31.46,70.72,auto,495.16
46.25,125.56,auto,741.8
36.3,101.58,auto,592.07
23.39,60.42,car,578.87
29.79,110.38,auto,557.95
17.87,71.0,auto,358.69
1.44,3.08,car,82.28
45.28,125.91,auto,733.4
37.02,117.79,car,963.71
38.79,153.91,auto,727.88
28.2,91.21,auto,495.24
48.66,108.29,auto,735.05
4.69,18.12,auto,111.27
28.81,73.35,car,700.45
28.05,108.38,auto,527.88
27.93,82.95,bike,367.89
21.77,76.36,car,601.63
49.11,174.22,bike,672.8
5.43,17.8,auto,120.5
34.81,76.23,auto,535.52
9.27,29.47,bike,137.59
35.3,125.68,car,953.7
44.92,172.65,car,1240.33
20.38,54.04,bike,262.47
5.12,11.96,auto,108.88
34.62,90.09,car,848.43
32.18,107.94,auto,563.27
8.2,26.36,car,253.8
18.69,61.98,auto,348.92
23.86,79.34,bike,326.18
18.61,64.3,car,517.77
47.48,156.13,bike,638.53
30.33,68.48,auto,472.24
36.98,106.4,auto,608.86
34.78,104.81,car,892.17
41.89,156.35,bike,591.3
16.85,42.96,auto,290.95
12.49,49.3,car,383.1
49.4,197.55,car,1385.04
16.71,43.32,car,438.67
45.26,177.47,auto,833.31
11.51,24.59,bike,158.16
11.01,37.23,car,324.91
11.72,46.72,car,368.68
5.93,22.33,bike,110.04
21.91,46.61,car,517.35
40.58,144.78,car,1094.42
25.12,65.06,car,619.89
15.92,36.5,car,399.76
43.57,124.65,auto,715.17
21.19,52.56,auto,352.05
29.99,104.33,bike,424.82
3.16,9.22,bike,65.87
24.88,65.72,car,618.38
31.05,100.97,bike,419.02
32.52,95.04,car,828.6
47.72,101.9,car,1080.02
46.52,135.06,car,1158.71
1.98,6.71,auto,65.42
37.28,112.18,auto,632.19
17.91,57.26,car,498.39
1.05,3.59,car,85.97
45.7,163.16,bike,638.9
40.73,157.82,bike,585.75
42.46,144.76,bike,583.56
3.63,9.33,bike,65.24
39.7,101.95,car,958.76
3.47,8.9,auto,83.18
31.59,107.01,auto,563.37
12.62,36.76,car,355.0
28.84,110.6,car,821.72
42.17,87.44,car,952.65
45.75,146.33,car,1178.91
18.96,52.69,bike,245.72
34.84,99.97,bike,458.57
32.34,106.67,auto,576.42
39.99,152.21,bike,576.1
46.91,146.97,bike,622.72
42.78,133.11,auto,724.89
23.6,81.93,car,647.76
11.53,25.31,bike,158.83
41.9,165.96,bike,600.61
17.06,48.19,car,455.65
20.91,43.95,car,504.47
6.37,21.47,car,206.27
12.25,26.35,bike,158.31
34.53,82.55,auto,545.36
11.06,31.7,auto,212.52
6.7,17.47,auto,138.42
24.52,78.86,auto,441.22
33.49,83.57,bike,420.83
42.05,164.58,car,1171.26
35.19,131.87,auto,642.04
36.54,142.26,bike,528.78
44.35,103.92,auto,690.76
7.82,26.0,auto,168.62
8.86,18.2,bike,123.57
18.51,60.81,car,509.49
49.65,116.86,bike,601.23
15.71,58.45,auto,302.67
25.93,52.09,auto,389.19
39.69,137.65,car,1060.82
16.66,38.08,bike,217.4
27.25,82.22,auto,467.09
28.16,71.34,auto,450.16
34.25,85.79,bike,419.78
15.93,47.34,bike,215.38
37.16,126.68,car,992.59
22.99,47.23,bike,271.89
49.56,165.13,auto,860.28
11.04,27.59,car,300.75
41.72,151.2,auto,748.69
40.85,94.16,auto,630.32
18.21,51.69,car,477.05
22.01,77.44,car,619.94
42.65,116.9,bike,535.13
15.47,58.6,bike,234.42
24.19,64.12,car,602.38
27.5,62.7,bike,331.98
1.77,5.77,auto,59.78
48.0,175.81,car,1295.16
22.15,55.1,bike,280.33
46.12,136.17,auto,762.47
37.12,87.72,car,869.64
40.24,149.31,bike,562.7
47.95,116.98,car,1123.71
46.74,115.76,bike,567.88
40.33,126.99,bike,537.28
32.17,115.74,bike,452.28
11.49,44.91,auto,240.17
34.26,69.89,bike,408.44
10.48,38.49,auto,216.24
7.27,22.95,bike,118.81
4.39,10.7,auto,90.54
10.13,31.4,bike,146.61
32.8,128.95,bike,473.59
7.36,20.87,bike,111.06
42.35,119.35,bike,542.86
44.95,159.4,car,1203.13
43.56,157.25,auto,777.79
35.61,114.31,auto,615.63
17.3,60.82,auto,322.14
44.15,172.47,bike,631.26
18.37,67.68,auto,350.89
25.46,74.64,bike,343.15
15.66,31.39,auto,249.99
39.14,124.97,auto,681.17
48.75,150.51,auto,827.04
14.55,36.44,auto,245.73
38.53,116.98,auto,645.86
25.71,78.08,bike,349.52
46.13,96.08,auto,686.57
30.18,63.6,bike,355.25
36.95,108.45,auto,612.21
27.44,71.97,car,686.16
25.54,83.81,auto,448.5
42.01,158.61,bike,600.43
20.26,73.21,bike,288.17
7.14,22.39,auto,152.18
38.57,127.69,auto,677.42
22.29,45.53,auto,343.43
20.57,43.69,car,495.35
4.29,11.73,bike,80.86
46.92,126.52,bike,582.86
29.68,91.14,auto,518.02
34.0,111.82,car,891.21
23.17,62.22,auto,394.61
1.73,4.21,car,97.21
19.79,44.9,car,487.21
3.15,11.62,auto,86.59
11.72,33.84,bike,167.4
2.44,9.34,bike,48.57
6.08,19.13,car,205.95
3.91,13.02,bike,77.67
38.24,115.74,auto,649.97
39.35,144.54,bike,561.38
41.4,109.53,auto,670.06
22.29,65.7,bike,297.94
29.37,67.91,car,692.09
25.12,55.35,bike,310.47
1.02,2.22,bike,34.9
9.29,35.76,car,303.3
36.45,120.74,car,965.98
30.94,89.48,auto,523.96
12.87,43.9,car,370.92
17.71,58.58,car,492.19
26.56,73.58,car,668.38
25.32,64.23,bike,322.8
1.27,4.55,auto,51.32
5.01,11.31,car,166.98
28.74,72.89,car,695.42
8.86,33.43,auto,194.29
23.67,79.06,bike,325.17
5.15,10.87,auto,99.35
42.06,85.71,bike,493.7
25.06,83.4,bike,342.68
43.39,118.93,car,1063.32
38.0,114.58,bike,497.2
18.2,43.7,auto,296.29
37.0,105.0,auto,609.39
47.41,110.42,auto,728.18
4.24,16.75,car,169.57
34.43,134.29,bike,505.34
35.13,127.08,car,960.83
16.07,33.45,bike,206.31
28.03,81.69,bike,374.54
42.61,107.72,bike,521.15
36.86,76.63,car,827.84
25.92,69.16,auto,435.36
20.76,55.23,bike,275.73
38.69,153.97,car,1089.19
22.51,54.39,auto,360.3
20.89,43.22,bike,256.88
8.1,25.69,car,257.82
1.75,4.02,car,92.95
5.96,23.55,car,215.49
8.66,19.26,car,241.19
15.61,31.91,bike,191.15
35.5,110.91,car,918.34
44.06,120.37,car,1072.76
26.62,101.53,car,755.81
38.53,102.09,auto,626.35
4.82,14.38,car,166.78
44.92,103.67,auto,692.46
18.05,51.81,car,474.17
23.88,54.17,auto,379.33
6.55,20.94,auto,137.51
22.34,55.15,car,547.2
42.9,160.0,car,1174.54
35.48,134.37,auto,662.47
12.89,38.79,auto,245.66
32.86,108.15,auto,578.68
19.94,54.34,car,519.51
31.08,110.13,bike,442.7
47.07,187.35,car,1326.16
22.95,86.31,bike,339.54
31.64,84.74,bike,408.31
14.53,46.0,auto,264.53
28.6,76.21,car,706.0
6.13,14.55,auto,127.92
5.52,20.85,car,194.28
37.6,105.4,bike,480.97
37.91,106.57,car,942.03
39.13,94.19,bike,474.13
31.64,76.29,auto,494.58
41.42,107.58,bike,520.78
43.66,107.75,bike,528.97
21.97,69.44,car,588.38
8.89,20.86,bike,125.56
49.34,161.99,bike,656.12
15.29,46.17,car,418.45
28.47,112.07,bike,421.54
11.47,30.0,car,307.16
24.93,91.23,car,699.85
16.93,41.01,auto,276.82
8.17,29.29,bike,136.87
31.67,85.88,car,789.45
22.38,45.79,bike,268.84
49.59,193.41,car,1373.98
49.72,105.76,car,1111.1
14.83,39.8,auto,265.03
24.06,72.29,bike,326.74
1.22,3.68,auto,46.18
4.96,11.92,auto,102.24
12.06,43.0,auto,240.06
7.38,24.29,bike,116.88
25.61,85.98,auto,458.56
25.18,57.06,bike,306.09
23.44,92.57,auto,455.24
47.86,149.21,bike,623.86
28.04,60.48,bike,342.84
13.99,47.78,bike,200.84
47.72,170.35,bike,666.66
18.07,68.62,bike,269.01
7.46,19.87,bike,104.72
32.52,113.24,car,883.94
14.91,33.61,car,383.79
16.94,61.43,auto,324.82
14.45,32.91,bike,183.93
19.63,64.18,car,532.67
45.47,176.06,auto,838.38
36.67,105.01,bike,470.08
38.02,110.7,car,949.13
35.97,101.73,auto,603.06
18.14,69.85,bike,266.56
32.39,64.81,car,725.95
35.06,122.83,car,951.91
6.77,26.72,auto,151.36
22.85,64.73,bike,306.17
39.05,135.37,bike,541.98
1.59,4.31,auto,57.96
24.43,56.62,car,588.17
28.48,109.77,car,811.55
29.31,84.88,car,752.68
2.13,4.89,car,93.49
34.58,130.19,car,967.99
45.76,118.55,auto,732.26
47.13,161.78,auto,825.66
41.4,161.2,car,1162.06
44.23,129.89,car,1102.38
39.26,131.92,car,1042.16
6.85,18.89,auto,134.69
47.54,134.19,auto,777.56
5.89,19.91,bike,105.97
15.68,48.62,bike,223.71
45.35,165.52,car,1233.37
11.33,45.29,auto,231.14
8.54,19.66,bike,124.48
21.12,60.26,bike,285.88
17.14,35.43,bike,219.35
43.83,96.49,auto,671.07
34.4,74.22,bike,407.79
25.41,68.35,bike,320.84
9.97,32.08,car,294.32
39.39,152.57,auto,724.96
8.71,21.96,car,242.16
42.57,112.15,auto,678.51
9.82,26.59,auto,184.34
46.54,93.7,car,1031.97
39.62,145.5,car,1087.74
4.43,16.74,car,168.47
11.14,25.96,bike,154.64
44.23,155.41,auto,780.79
20.32,79.6,auto,401.23
27.2,79.23,bike,361.67
37.85,100.5,bike,482.87
46.49,152.65,bike,617.63
35.97,117.49,auto,620.8
9.33,28.48,bike,140.75
49.21,166.84,bike,666.56
8.15,17.47,auto,154.96
47.58,167.17,car,1266.67
47.64,147.64,bike,623.24
47.46,107.11,car,1088.01
21.09,83.46,car,620.01
19.52,64.92,car,537.12
11.98,26.32,auto,202.05
2.13,6.62,bike,46.21
25.48,53.96,auto,401.37
46.72,183.79,car,1302.46
35.16,130.35,car,965.84
47.52,110.38,auto,727.08
42.99,100.62,car,993.13
48.27,109.85,bike,571.45
42.33,107.39,car,1010.57
40.04,147.75,auto,724.95
30.53,80.85,car,753.29
45.67,116.35,car,1085.98
24.48,83.58,car,664.27
27.57,57.5,bike,331.36
6.11,21.74,auto,129.74
9.97,34.49,bike,161.15
20.19,70.05,car,567.04
36.77,112.02,bike,482.5
39.78,128.96,bike,535.3
18.56,73.11,car,553.14
26.17,101.36,auto,490.63
1.47,5.46,auto,54.84
34.25,123.06,car,939.54
3.71,12.84,bike,75.92
28.97,80.96,auto,480.04
24.83,72.8,bike,323.19
29.9,85.88,auto,503.77
15.91,46.67,bike,212.98
2.19,4.84,car,96.19
38.34,110.54,car,957.07
8.11,29.02,car,259.12
20.8,44.06,auto,328.97
37.67,140.2,auto,691.78
30.88,77.13,car,741.82
2.45,9.55,bike,55.44
7.32,25.6,car,244.81
17.47,40.92,auto,289.92
3.75,9.28,auto,93.36
49.59,196.84,car,1380.36
47.12,171.66,auto,845.35
38.78,131.58,car,1035.44
43.45,139.46,auto,751.76
49.85,150.84,car,1246.1
3.18,7.87,car,122.66
13.21,49.63,auto,268.19
2.07,6.12,bike,45.58
32.73,117.6,car,889.18
1.22,3.3,bike,31.83
11.96,26.82,bike,160.83
3.24,9.33,auto,79.38
7.47,29.33,car,253.56
34.93,107.65,car,903.71
21.12,69.2,car,580.07
25.55,75.96,auto,446.21
4.69,9.95,auto,102.89
9.0,22.34,car,255.04
5.49,13.77,car,180.98
45.71,174.29,bike,656.71
20.12,55.12,bike,265.25
47.83,178.36,auto,865.98
33.91,84.04,car,812.89
26.02,64.89,car,636.89
27.84,95.69,auto,505.8
30.06,62.12,bike,362.22
19.81,68.61,auto,369.71
33.19,106.83,bike,446.11
10.6,28.77,bike,154.85
28.27,60.6,auto,443.22
8.84,25.82,auto,170.03
11.31,39.85,bike,165.57
8.36,22.67,bike,120.43
47.08,159.08,auto,819.16
30.66,65.79,auto,474.91
32.4,126.77,car,923.5
23.81,56.48,bike,300.35
46.67,151.11,auto,793.96
36.1,103.49,bike,471.97
26.49,60.32,car,637.41
44.03,97.21,bike,521.74
36.01,126.95,auto,641.32
15.67,51.53,car,447.57
10.99,26.04,bike,151.24
15.45,34.13,bike,200.95
47.75,157.53,car,1237.44
16.93,40.04,auto,286.65
12.17,29.48,car,316.09
16.26,48.57,auto,298.25
45.68,133.81,car,1140.75
37.4,79.94,auto,562.8
33.21,93.7,car,833.83
49.83,166.29,bike,669.2
46.6,130.75,car,1136.74
30.87,90.03,bike,402.91
2.35,8.99,auto,78.39
45.67,182.1,auto,852.66
20.88,72.59,bike,291.54
27.05,54.48,auto,416.09
30.55,69.71,bike,376.1
46.39,117.49,bike,565.7
6.53,17.76,auto,126.35
18.07,65.17,bike,267.72
6.72,25.57,car,232.96
15.44,47.59,auto,288.89
27.81,90.39,bike,373.95
21.21,58.43,bike,276.19
14.72,34.65,auto,246.57
13.08,27.11,bike,170.94
31.11,113.92,auto,572.94
5.93,18.8,bike,103.72
3.05,11.09,auto,78.72
17.62,56.25,car,488.38
45.96,98.44,car,1037.61
28.39,96.12,car,759.63
27.68,68.62,car,668.41
46.66,173.71,auto,846.93
9.83,32.23,car,304.11
38.2,136.52,bike,532.42
43.54,105.86,car,1025.0
4.86,16.23,auto,116.85
11.55,34.03,car,324.17
7.17,27.3,bike,118.65
11.82,39.59,auto,227.0
22.41,50.71,car,536.74
13.04,40.79,bike,187.39
9.89,37.99,car,313.86
11.97,27.44,bike,162.24
22.08,67.52,auto,390.88
34.18,113.42,car,909.86
6.26,22.35,bike,110.78
42.38,148.03,bike,577.65
5.58,16.37,bike,87.29
26.8,99.28,car,754.72
19.51,59.92,bike,275.31
42.9,121.67,car,1060.33
23.07,87.13,car,666.7
15.43,43.47,auto,275.05
5.89,22.12,bike,107.18
3.02,7.96,bike,51.76
32.98,86.98,car,809.14
37.0,91.08,bike,454.1
4.72,14.24,car,168.04
8.76,19.56,auto,154.88
10.18,28.96,auto,191.21
4.36,9.93,auto,101.32
10.21,37.16,car,319.53
29.45,117.53,auto,564.92
22.72,63.98,car,592.63
29.21,87.71,bike,393.83
14.08,55.2,bike,217.5
45.2,168.09,auto,815.72
40.73,90.78,car,934.8
20.32,71.6,auto,384.38
49.66,109.57,bike,581.32
39.76,144.32,car,1089.06
8.5,21.02,car,240.0
46.75,160.49,auto,818.06
30.74,95.89,bike,418.41
20.15,60.94,car,541.29
20.95,70.76,bike,296.06
23.03,76.79,bike,329.09
37.09,118.33,auto,635.42
36.18,93.61,car,879.51
13.61,28.11,bike,168.17
27.77,59.09,bike,326.88
45.27,125.08,auto,739.9
39.52,141.05,bike,543.33
29.89,90.72,auto,513.27
31.93,74.96,car,755.65
5.59,11.78,auto,113.4
29.08,80.2,car,723.77
45.17,137.23,bike,586.87
17.81,51.94,bike,237.23
30.51,110.05,bike,428.36
20.27,67.83,bike,288.71
43.31,107.33,car,1029.29
33.99,73.11,auto,512.59
6.12,24.2,auto,149.44
35.36,88.44,car,852.1
23.82,92.93,car,687.38
23.69,52.83,auto,369.71
27.16,68.11,auto,437.27
41.76,116.92,bike,535.6
25.63,60.86,car,622.07
11.99,41.5,car,363.94
35.12,107.5,car,901.55
2.94,7.96,bike,61.0
25.49,53.04,bike,311.59
7.16,21.64,car,221.15
13.23,29.12,car,343.82
13.45,51.8,car,407.26
30.01,107.8,car,826.88
24.0,50.13,auto,378.31
3.28,6.97,bike,65.36
13.08,26.94,car,333.32
41.63,146.71,car,1116.55
27.05,80.71,car,695.75
17.59,65.69,bike,262.3
41.51,152.41,bike,583.46
20.04,44.87,car,493.36
45.26,91.12,auto,665.88
47.98,188.6,car,1342.66
5.19,13.37,car,176.52
2.11,7.04,car,98.49
39.91,83.46,bike,468.32
27.54,55.3,auto,421.82
48.86,139.75,car,1203.08
47.23,126.24,auto,750.94
21.52,70.41,car,582.65
5.66,17.96,auto,127.35
44.8,126.04,auto,726.95
38.19,128.49,auto,677.13
29.71,72.53,bike,363.68
41.12,97.77,auto,639.25
32.79,85.83,car,806.2
36.41,102.57,bike,466.49
8.83,23.78,auto,163.9
36.44,120.15,car,952.87
14.19,40.0,bike,192.51
6.58,18.03,car,211.26
35.22,123.27,car,949.26
41.5,96.14,auto,644.83
29.98,112.4,bike,436.5
33.11,110.65,bike,447.19
17.91,42.31,auto,299.4
39.22,140.05,car,1060.01
1.76,5.01,car,87.81
32.33,75.47,auto,505.57
29.41,104.94,auto,543.22
24.75,77.92,car,654.14
45.46,168.45,bike,636.65
37.32,75.95,car,843.56
22.84,76.11,auto,419.53
22.46,72.03,bike,314.55
13.11,31.38,bike,170.85
3.18,12.68,auto,86.55
22.41,46.83,auto,349.67
29.63,113.7,auto,552.74
19.15,75.64,car,566.73
24.08,52.01,auto,372.84
30.85,111.57,bike,437.58
24.09,68.22,auto,404.12
3.26,11.65,auto,94.41
39.76,110.36,car,981.5
17.58,51.72,bike,236.22
3.53,7.56,auto,88.7
47.66,97.63,auto,702.73
45.4,175.84,auto,837.28
8.51,22.23,car,242.48
43.19,115.46,auto,689.58
6.22,14.63,bike,91.09
11.83,34.09,auto,214.87
